iter	Logloss
0	0.6768531301
1	0.6610339198
2	0.6461737162
3	0.6334698717
4	0.6206168075
5	0.6090219271
6	0.597825478
7	0.588616504
8	0.577631059
9	0.5667087022
10	0.5550958817
11	0.5446573121
12	0.5362938922
13	0.5263060764
14	0.5165349482
15	0.5079325142
16	0.4994945538
17	0.4931099857
18	0.4869433724
19	0.4784763567
20	0.4719791292
21	0.4644135316
22	0.4577817988
23	0.4519050282
24	0.4463062976
25	0.441658511
26	0.4355499068
27	0.4291281963
28	0.423219137
29	0.4182242452
30	0.4127370476
31	0.4083461506
32	0.4030387439
33	0.3981511657
34	0.3926084048
35	0.389738154
36	0.3857706733
37	0.3817897537
38	0.3783266833
39	0.3744704164
40	0.3707190688
41	0.3666543755
42	0.3626206393
43	0.3595447529
44	0.3557810531
45	0.352704232
46	0.3494531921
47	0.3456943319
48	0.3433529677
49	0.340539681
50	0.3378328913
51	0.3342773864
52	0.3307114613
53	0.3277645227
54	0.3245793425
55	0.3214404586
56	0.3191573349
57	0.316302562
58	0.3140389363
59	0.3111521887
60	0.3086929119
61	0.30577433
62	0.3033961142
63	0.3016933395
64	0.2999320429
65	0.2972446649
66	0.2951443532
67	0.2934271972
68	0.2919814809
69	0.2901674818
70	0.2878379202
71	0.286455608
72	0.2844994707
73	0.2826521395
74	0.2806700522
75	0.2788731043
76	0.2769423524
77	0.2749143708
78	0.2731643605
79	0.2714532907
80	0.2696253018
81	0.2677854244
82	0.2659972145
83	0.2643556908
84	0.2630492464
85	0.2616265678
86	0.2603017553
87	0.258695688
88	0.2572761934
89	0.2556647069
90	0.2541437066
91	0.252996678
92	0.2514954571
93	0.2502906549
94	0.2495898632
95	0.2483302965
96	0.2468910781
97	0.2457373774
98	0.2445977565
99	0.2435422299
100	0.2427548862
101	0.2414590053
102	0.2400841659
103	0.2393257673
104	0.2386283257
105	0.237501903
106	0.2368653597
107	0.2359815572
108	0.2353628251
109	0.2339355691
110	0.2329442114
111	0.2320899573
112	0.2312483572
113	0.2301180017
114	0.2293869769
115	0.2285219155
116	0.2276450429
117	0.2266317017
118	0.2261000164
119	0.2252412552
120	0.2245516718
121	0.2237665539
122	0.2227867027
123	0.2220237172
124	0.2211544146
125	0.2199810608
126	0.2194627566
127	0.2187454398
128	0.2180968228
129	0.2173352899
130	0.2164672969
131	0.2159532932
132	0.2152920598
133	0.2144392763
134	0.2136813394
135	0.2129148617
136	0.2122006978
137	0.2116608576
138	0.2109230989
139	0.2101564322
140	0.2094426861
141	0.2089892985
142	0.2083037393
143	0.207561249
144	0.2069452719
145	0.2064295787
146	0.206057069
147	0.2055048591
148	0.2047363228
149	0.2038712467
150	0.2032590988
151	0.2027469226
152	0.2021947241
153	0.2017278801
154	0.2010380039
155	0.2005192831
156	0.2002545871
157	0.1999073103
158	0.1993061232
159	0.1988559446
160	0.1981355585
161	0.1975856823
162	0.1970529747
163	0.1965808464
164	0.1960560421
165	0.195540424
166	0.1951922479
167	0.194670427
168	0.1940571985
169	0.1935141171
170	0.1932360255
171	0.1930101255
172	0.1926265562
173	0.1922562161
174	0.191742331
175	0.1913916441
176	0.1908692044
177	0.1904128054
178	0.1899375843
179	0.1895040971
180	0.1889168827
181	0.1885654687
182	0.18794367
183	0.1875043359
184	0.1868908882
185	0.1864760874
186	0.1860193167
187	0.1857590863
188	0.1852987389
189	0.1847507866
190	0.1841476001
191	0.1837968607
192	0.183328431
193	0.1827958401
194	0.1823070727
195	0.1819742073
196	0.1815995169
197	0.1814395808
198	0.181175447
199	0.1809651267
200	0.1804835575
201	0.1799452646
202	0.1793551617
203	0.1791719916
204	0.1787755497
205	0.1785568746
206	0.1780308342
207	0.1776097935
208	0.1773811021
209	0.1770268572
210	0.1765210365
211	0.1761009063
212	0.1757620327
213	0.1753790863
214	0.1751050357
215	0.1745089985
216	0.1742113994
217	0.1738813489
218	0.1734424811
219	0.1731823211
220	0.1727857625
221	0.1724684364
222	0.1722554921
223	0.171938412
224	0.1715189691
225	0.1712774186
226	0.171106327
227	0.1707344421
228	0.1704527
229	0.1701039945
230	0.1697656377
231	0.1696084895
232	0.1694254485
233	0.1692059028
234	0.168880907
235	0.168536357
236	0.1681881717
237	0.1677914832
238	0.1674602559
239	0.1671710817
240	0.167031268
241	0.1666326317
242	0.1664535866
243	0.1661544237
244	0.165936804
245	0.165738055
246	0.1653496183
247	0.1652183576
248	0.1649420132
249	0.1646221169
250	0.1645691586
251	0.1643736904
252	0.1642720086
253	0.1640059364
254	0.163760155
255	0.1634241736
256	0.163231739
257	0.162977273
258	0.1629128023
259	0.1625565223
260	0.1623874006
261	0.162084633
262	0.161987744
263	0.161835108
264	0.1614612691
265	0.1612106556
266	0.1610170506
267	0.1608605636
268	0.1605185728
269	0.1602502054
270	0.1601398433
271	0.1599388634
272	0.159816466
273	0.159601434
274	0.1593533363
275	0.1591583591
276	0.1588755267
277	0.158589023
278	0.1583644945
279	0.1582559006
280	0.1580428481
281	0.1577855888
282	0.1576447946
283	0.1575533019
284	0.1574409042
285	0.1572068635
286	0.1568842572
287	0.1568094935
288	0.156738417
289	0.1566260061
290	0.1563614662
291	0.156066655
292	0.1559188582
293	0.1556621461
294	0.1554872951
295	0.1554059031
296	0.1553238438
297	0.1550920541
298	0.154841113
299	0.1545122219
300	0.1543526279
301	0.1542911176
