iter	Passed	Remaining
409	4805	6915
410	4812	6896
411	4816	6874
412	4822	6854
413	4838	6848
414	4840	6823
415	4847	6805
416	4850	6781
417	4852	6756
418	4854	6731
419	4856	6706
420	4867	6694
421	4872	6673
422	4877	6653
423	4882	6632
424	4905	6636
425	4910	6616
426	4912	6591
427	4923	6580
428	4931	6564
429	4941	6550
430	4944	6527
431	4949	6507
432	4957	6491
433	4963	6472
434	4969	6454
435	4973	6433
436	4981	6417
437	4986	6398
438	4991	6379
439	5005	6370
440	5011	6352
441	5017	6334
442	5021	6313
443	5027	6296
444	5032	6276
445	5037	6257
446	5042	6238
447	5049	6222
448	5056	6205
449	5062	6187
450	5064	6165
451	5068	6144
452	5073	6125
453	5077	6106
454	5081	6086
455	5086	6068
456	5091	6049
457	5094	6028
458	5096	6007
459	5099	5985
460	5102	5965
461	5105	5944
462	5109	5926
463	5114	5907
464	5126	5898
465	5131	5879
466	5137	5863
467	5140	5843
468	5149	5830
469	5154	5812
470	5160	5795
471	5163	5775
472	5166	5756
473	5168	5735
474	5173	5718
475	5176	5698
476	5178	5678
477	5182	5659
478	5189	5644
479	5193	5626
480	5196	5607
481	5198	5586
482	5205	5572
483	5214	5559
484	5217	5540
485	5221	5522
486	5225	5504
487	5228	5485
488	5229	5465
489	5231	5445
490	5233	5425
491	5236	5406
492	5237	5386
493	5240	5367
494	5242	5348
495	5246	5331
496	5255	5319
497	5264	5306
498	5266	5287
499	5273	5273
500	5276	5255
501	5279	5237
502	5281	5218
503	5284	5200
504	5288	5183
505	5290	5165
506	5292	5146
507	5294	5127
508	5296	5109
509	5299	5091
510	5302	5074
511	5307	5058
512	5310	5041
513	5314	5025
514	5317	5007
515	5327	4997
516	5328	4978
517	5333	4962
518	5343	4952
519	5348	4936
520	5353	4921
521	5366	4914
522	5374	4901
523	5379	4886
524	5384	4871
525	5386	4853
526	5388	4836
527	5392	4820
528	5399	4807
529	5405	4793
530	5409	4778
531	5416	4764
532	5423	4751
533	5428	4737
534	5432	4722
535	5437	4707
536	5441	4691
537	5450	4680
538	5455	4666
539	5460	4651
540	5464	4636
541	5470	4622
542	5476	4609
543	5478	4592
544	5482	4576
545	5483	4559
546	5485	4543
547	5488	4527
548	5492	4511
549	5494	4495
550	5497	4479
551	5501	4464
552	5506	4450
553	5509	4435
554	5511	4419
555	5520	4408
556	5522	4392
557	5528	4379
558	5533	4365
559	5538	4351
560	5544	4338
561	5549	4324
562	5550	4308
563	5554	4293
564	5558	4279
565	5561	4264
566	5565	4250
567	5569	4235
568	5572	4220
569	5574	4205
570	5577	4190
571	5584	4178
572	5589	4165
573	5594	4152
574	5595	4136
575	5599	4121
576	5602	4106
577	5606	4093
578	5610	4079
579	5613	4065
580	5618	4052
581	5620	4036
582	5623	4022
583	5626	4008
584	5629	3993
585	5632	3979
586	5635	3965
587	5637	3950
588	5641	3936
589	5643	3921
590	5646	3907
591	5653	3896
592	5656	3882
593	5659	3868
594	5663	3855
595	5667	3841
596	5670	3828
597	5673	3813
598	5678	3801
599	5681	3787
600	5685	3774
601	5688	3760
602	5693	3748
603	5696	3734
604	5699	3721
605	5702	3707
606	5705	3693
607	5709	3681
608	5713	3668
609	5716	3654
610	5719	3641
611	5722	3627
612	5726	3615
613	5728	3601
614	5733	3589
615	5735	3575
616	5738	3562
617	5740	3548
618	5744	3535
619	5748	3523
620	5752	3511
621	5768	3505
622	5774	3494
623	5782	3484
624	5799	3479
625	5802	3466
626	5805	3453
627	5823	3449
628	5827	3437
629	5830	3424
630	5841	3415
631	5844	3402
632	5847	3390
633	5849	3376
634	5852	3364
635	5854	3350
636	5858	3338
637	5861	3325
638	5866	3314
639	5870	3301
640	5872	3288
641	5874	3275
642	5876	3262
643	5882	3251
644	5896	3245
645	5902	3234
646	5907	3222
647	5909	3210
