iter	Logloss
0	0.6884721649
1	0.6843200484
2	0.6822586646
3	0.6786420521
4	0.6747745647
5	0.6705725389
6	0.66631034
7	0.6620005534
8	0.6587258311
9	0.6553450558
10	0.652029408
11	0.6476483056
12	0.6437289253
13	0.6405102079
14	0.6368345891
15	0.6329060379
16	0.6292832732
17	0.6266900873
18	0.6233669805
19	0.6201775211
20	0.616488382
21	0.6133499113
22	0.6104435377
23	0.6067813618
24	0.6038986194
25	0.6004625504
26	0.5969832669
27	0.5938947277
28	0.5910423534
29	0.5881914039
30	0.5853920191
31	0.582207847
32	0.5794460625
33	0.5767150903
34	0.5740397498
35	0.5710379283
36	0.5690772943
37	0.5664821794
38	0.5636895105
39	0.5610421974
40	0.5578956619
41	0.5553137112
42	0.5531252169
43	0.5509550367
44	0.5481331287
45	0.5459083404
46	0.543320109
47	0.5403787911
48	0.537926386
49	0.5352667858
50	0.5328664127
51	0.530532762
52	0.5284211731
53	0.5256721255
54	0.5245709525
55	0.5223033628
56	0.5194818817
57	0.5169918522
58	0.5141063018
59	0.5120998959
60	0.5109795972
61	0.5083055877
62	0.5059648932
63	0.5036606948
64	0.5016415971
65	0.4995054001
66	0.4976906407
67	0.4949752409
68	0.493645362
69	0.4919031127
70	0.4898296815
71	0.4871803508
72	0.4853589783
73	0.48401997
74	0.4816694394
75	0.480235906
76	0.4779056113
77	0.4755763424
78	0.4732856842
79	0.4707766015
80	0.4687988951
81	0.4666255504
82	0.4647195709
83	0.4631316492
84	0.4615169303
85	0.4591498416
86	0.4574291381
87	0.455803303
88	0.4541028677
89	0.4529540989
90	0.4512108949
91	0.4491004794
92	0.4474367059
93	0.4456364415
94	0.4438930537
95	0.4426978704
96	0.4408241585
97	0.4389054421
98	0.437220616
99	0.4348054687
100	0.4329146185
101	0.4312167652
102	0.4294111887
103	0.4278380395
104	0.4263548101
105	0.4246344374
106	0.4234703721
107	0.4218377898
108	0.4206653242
109	0.4193179537
110	0.4176992153
111	0.4160929293
112	0.4142919242
113	0.413420583
114	0.4119608855
115	0.4099190722
116	0.4083377462
117	0.4070345345
118	0.4053236263
119	0.4038420377
120	0.4021831247
121	0.4004889804
122	0.3990977806
123	0.3976085203
124	0.3962350477
125	0.394376028
126	0.393147897
127	0.391735455
128	0.390031989
129	0.3886575391
130	0.3876582285
131	0.386276651
132	0.385240141
133	0.3841480182
134	0.3827342861
135	0.3812287084
136	0.379919007
137	0.3784174811
138	0.3768957648
139	0.376245777
140	0.375467345
141	0.3742893315
142	0.3731894714
143	0.3719232523
144	0.3711363465
145	0.3697982206
146	0.368649511
147	0.3677790356
148	0.3662391275
149	0.3647091328
150	0.3637582657
151	0.3626842819
152	0.3617166557
153	0.3610212925
154	0.359713549
155	0.358625548
156	0.3575929763
157	0.3568830657
158	0.355477014
159	0.3545346154
160	0.3535383161
161	0.3518802621
162	0.3508649833
163	0.349329806
164	0.3483319346
165	0.3469663175
166	0.3463836626
167	0.3457048634
168	0.3442494345
169	0.3437153697
170	0.3425445508
171	0.3416302453
172	0.3405264489
173	0.3394274654
174	0.3382873765
175	0.3370356741
176	0.3363275339
177	0.3354867443
178	0.3344629004
179	0.3330066166
180	0.33224037
181	0.3311883321
182	0.3304463439
183	0.3297018574
184	0.3287958179
185	0.3282375002
186	0.3269461034
187	0.3258549937
188	0.3247811952
189	0.3237672334
190	0.3230218593
191	0.3221946368
192	0.321089421
193	0.3199042545
194	0.3186563167
195	0.3174223476
196	0.3167209452
197	0.3160166296
198	0.3151434894
199	0.3139591126
200	0.3129973284
201	0.3121618794
202	0.3110629894
203	0.3103038749
204	0.3095764399
205	0.3083843251
206	0.3076210328
207	0.3070610573
208	0.3059477073
209	0.3051737077
210	0.3045025713
211	0.3039094793
212	0.303300525
213	0.3025239917
214	0.3016254539
215	0.3006818179
216	0.3000314542
217	0.299203512
218	0.2984331383
219	0.2976146461
220	0.2970110079
221	0.2963219372
222	0.2961626106
223	0.2958194958
224	0.2950031187
225	0.2943117012
226	0.2933944154
227	0.2926370744
228	0.2917531216
229	0.2911304589
230	0.2906268689
231	0.2899654836
232	0.289461669
233	0.2889699183
234	0.2882924337
235	0.2876668748
236	0.2866890739
237	0.2859399813
238	0.2854500026
239	0.2846309817
240	0.284165841
241	0.2834533787
242	0.2824863408
243	0.2815713517
244	0.281095428
245	0.2806402087
246	0.2800624404
247	0.2792942354
248	0.2785866462
249	0.2778091461
250	0.2770182577
251	0.2763242015
252	0.2754481856
253	0.2750796814
254	0.2741968454
255	0.2735267864
256	0.2727730663
257	0.2719188164
258	0.2715624553
259	0.2708931129
260	0.2704087544
261	0.2700251947
262	0.2695238269
263	0.2685556097
264	0.268050641
265	0.2674422611
266	0.2668290917
267	0.2661252433
268	0.2652921923
269	0.2646980814
270	0.264191329
271	0.2634932
272	0.2627660539
273	0.2625709402
274	0.2618293214
275	0.2612557095
276	0.2608992753
277	0.2602328989
278	0.2598341154
279	0.2592707954
280	0.2585456037
281	0.2581902804
282	0.2577702659
283	0.2571799525
284	0.2566265024
285	0.2562125222
286	0.2555607731
287	0.2549312154
288	0.2542850943
289	0.2536412781
290	0.2532384371
291	0.2526233458
292	0.2522161039
293	0.2515170673
294	0.2509158073
295	0.2503276968
296	0.2501471322
297	0.2494614097
298	0.2489379026
299	0.2486035292
300	0.2480757728
301	0.2473361551
302	0.2470389698
303	0.2466887124
304	0.2461568186
305	0.2455768917
306	0.2451044693
307	0.2448250935
308	0.2441571961
309	0.2438700016
310	0.2433374842
311	0.2427018801
312	0.2421055994
313	0.2417252196
314	0.2414079881
315	0.2409923636
316	0.240587807
317	0.2400559164
318	0.2394808175
319	0.2389788858
320	0.2386144862
321	0.2381311083
322	0.2376411056
323	0.2371069471
324	0.2366320999
325	0.2360945964
326	0.2357563108
327	0.2352071097
328	0.2348610482
329	0.2344202122
330	0.2339840653
331	0.2334467618
332	0.2328028449
333	0.2322736855
334	0.2317311791
335	0.2310633028
336	0.2305054025
337	0.2299542424
338	0.2294898129
339	0.2290901793
340	0.2285947373
341	0.2280225645
342	0.2276975218
343	0.227174106
344	0.2268181778
345	0.2263513476
346	0.2258094281
347	0.2253276808
348	0.2249342534
349	0.2243411635
350	0.2238960421
351	0.2233231937
352	0.222780891
353	0.2223317281
354	0.2219475259
355	0.2216347761
356	0.2211766259
357	0.2208434286
358	0.2203583304
359	0.2199438618
360	0.2196215267
361	0.2192820413
362	0.2190330401
363	0.2188312804
364	0.218440331
365	0.2183692674
366	0.2181787117
367	0.2180076996
368	0.2175521969
369	0.2172292524
370	0.2170984016
371	0.2167178948
372	0.2160913489
373	0.2157340337
374	0.2152175053
375	0.2146557451
376	0.2142350754
377	0.2140760198
378	0.2137390069
379	0.213361312
380	0.2128880719
381	0.2125689366
382	0.2121126933
383	0.211834022
384	0.211215106
385	0.2108808839
386	0.2105069091
387	0.210058966
388	0.2096738928
389	0.2092986728
390	0.2088782455
391	0.208355513
392	0.2080911342
393	0.2076214025
394	0.2073254749
395	0.2068680597
396	0.2066813526
397	0.2063582696
398	0.2058709349
399	0.2055575474
400	0.205240873
401	0.2047445079
402	0.2042195826
403	0.2039785737
404	0.2036359143
405	0.20322466
406	0.2028952098
407	0.2025328386
408	0.2022209071
409	0.2018752693
410	0.2014044982
411	0.2009303361
412	0.200657101
413	0.2003970504
414	0.200059211
415	0.1996215517
416	0.1992271104
417	0.1987232777
418	0.1984663802
419	0.1981185311
420	0.1976826896
421	0.197302124
422	0.1968983315
423	0.1964780509
424	0.1960745286
425	0.1956772667
426	0.1955446903
427	0.1952940763
428	0.1949103419
429	0.1945634829
430	0.1942753288
431	0.1940394994
432	0.1936256743
433	0.1932692505
434	0.1928697449
435	0.1924876663
436	0.1920642481
437	0.1917634904
438	0.1913150779
439	0.1908913468
440	0.1903725504
441	0.1901522102
442	0.1898125526
443	0.1895798813
444	0.1891822945
445	0.1888154403
446	0.1885600245
447	0.1883762958
448	0.1882721648
449	0.1878992758
450	0.1876477056
451	0.1872380863
452	0.1868658278
453	0.1864883074
454	0.1860582536
455	0.1855578105
456	0.1851637534
457	0.1847556502
458	0.1845024917
459	0.184168916
460	0.1837208387
461	0.1835871745
462	0.183256157
463	0.1828932329
464	0.1824726552
465	0.1820567808
466	0.1816153971
467	0.1814049621
468	0.1812574127
469	0.1810591514
470	0.1808332273
471	0.1805853296
472	0.1802210798
473	0.1798790159
474	0.1795498656
475	0.1792558218
476	0.1792189357
477	0.1788844905
478	0.1786279849
479	0.1783419806
480	0.1781507611
481	0.1779645666
482	0.1777959866
483	0.177382746
484	0.1771573545
485	0.1768382339
486	0.1766301801
487	0.1763369856
488	0.1759457569
489	0.1757585762
490	0.1755309782
491	0.175216285
492	0.1749425554
493	0.1746199026
494	0.1744646373
495	0.1740703952
496	0.1737806956
497	0.1734818689
498	0.1731328901
499	0.1728267121
500	0.1724273294
501	0.1720395648
502	0.1718421996
503	0.1716580701
504	0.1713783963
