iter	Passed	Remaining
400	28197	42120
401	28248	42021
402	28313	41944
403	28393	41887
404	28455	41804
405	28512	41715
406	28595	41663
407	28681	41616
408	28748	41541
409	28867	41541
410	28939	41472
411	29006	41397
412	29126	41397
413	29211	41347
414	29322	41334
415	29430	41316
416	29517	41268
417	29644	41275
418	29722	41213
419	29796	41148
420	29870	41081
421	29934	41000
422	29990	40909
423	30057	40832
424	30114	40743
425	30178	40663
426	30225	40559
427	30305	40502
428	30377	40432
429	30433	40341
430	30506	40273
431	30550	40168
432	30629	40108
433	30697	40034
434	30750	39939
435	30798	39839
436	30851	39747
437	30936	39694
438	31022	39643
439	31071	39545
440	31151	39487
441	31240	39439
442	31326	39388
443	31387	39305
444	31486	39270
445	31577	39223
446	31654	39160
447	31757	39130
448	31831	39062
449	31900	38989
450	31977	38926
451	32063	38873
452	32126	38792
453	32228	38759
454	32291	38679
455	32434	38694
456	32519	38639
457	32599	38577
458	32696	38538
459	32821	38529
460	32950	38525
461	33061	38500
462	33229	38540
463	33362	38538
464	33480	38520
465	33606	38510
466	33707	38471
467	33811	38435
468	33942	38429
469	34103	38457
470	34198	38410
471	34309	38380
472	34499	38437
473	34636	38436
474	34757	38415
475	34879	38396
476	35028	38406
477	35203	38443
478	35356	38456
479	35563	38527
480	35663	38480
481	35798	38472
482	35907	38434
483	36049	38432
484	36167	38404
485	36308	38399
486	36444	38389
487	36551	38349
488	36621	38269
489	36735	38234
490	36873	38224
491	36987	38190
492	37103	38156
493	37223	38127
494	37334	38088
495	37496	38100
496	37624	38079
497	37738	38042
498	37865	38017
499	37950	37950
500	38061	37909
501	38209	37904
502	38335	37878
503	38481	37870
504	38622	37857
505	38691	37773
506	38788	37717
507	38931	37704
508	39038	37657
509	39177	37640
510	39318	37625
511	39429	37581
512	39542	37538
513	39622	37464
514	39683	37371
515	39746	37282
516	39825	37206
517	39899	37126
518	39995	37067
519	40079	36996
520	40182	36942
521	40279	36884
522	40408	36854
523	40491	36782
524	40579	36714
525	40628	36611
526	40679	36510
527	40762	36438
528	40841	36363
529	40903	36273
530	40959	36177
531	41036	36099
532	41092	36004
533	41145	35906
534	41221	35828
535	41282	35737
536	41371	35670
537	41434	35581
538	41494	35489
539	41570	35412
540	41674	35357
541	41775	35301
542	41884	35250
543	41941	35156
544	42008	35070
545	42171	35065
546	42312	35041
547	42504	35058
548	42610	35004
549	42691	34929
550	42802	34878
551	42938	34848
552	43098	34837
553	43245	34814
554	43346	34755
555	43452	34699
556	43530	34621
557	43639	34567
558	43721	34492
559	43866	34466
560	43951	34393
561	44082	34356
562	44202	34309
563	44259	34214
564	44327	34128
565	44407	34051
566	44493	33978
567	44552	33884
568	44650	33821
569	44764	33769
570	44834	33684
571	44910	33604
572	44980	33519
573	45027	33417
574	45087	33325
575	45135	33224
576	45216	33148
577	45298	33072
578	45383	32999
579	45431	32898
580	45504	32816
581	45550	32715
582	45601	32616
583	45665	32528
584	45712	32428
585	45812	32365
586	45882	32282
587	45951	32197
588	46015	32109
589	46084	32025
590	46143	31933
591	46212	31849
592	46283	31766
593	46341	31674
594	46398	31581
595	46490	31513
596	46557	31428
597	46605	31329
598	46661	31237
599	46726	31150
600	46772	31052
601	46818	30953
602	46872	30859
603	46926	30766
604	46988	30678
605	47113	30631
606	47233	30581
607	47323	30511
608	47391	30426
609	47441	30331
610	47506	30245
611	47575	30162
612	47640	30076
613	47705	29990
614	47763	29900
615	47814	29806
616	47888	29726
617	47937	29631
618	48057	29579
619	48172	29525
620	48286	29469
621	48372	29396
622	48477	29335
623	48602	29286
624	48672	29203
625	48731	29114
626	48838	29053
627	48907	28970
628	49020	28913
629	49077	28823
630	49154	28744
631	49194	28644
632	49256	28558
633	49368	28499
634	49530	28470
635	49609	28392
636	49699	28321
637	49791	28251
638	49874	28176
639	49969	28107
640	50042	28026
641	50140	27960
642	50257	27903
643	50353	27835
644	50463	27774
645	50602	27729
646	50700	27662
647	50747	27566
648	50812	27481
649	50859	27386
650	50919	27297
651	50978	27209
652	51044	27124
653	51101	27035
654	51164	26949
655	51219	26859
656	51281	26772
657	51328	26678
658	51406	26600
659	51461	26510
660	51548	26437
661	51605	26348
662	51655	26256
663	51717	26170
664	51804	26097
665	51854	26005
666	51906	25914
667	51958	25823
668	52032	25744
669	52086	25654
670	52146	25568
671	52212	25484
672	52276	25400
673	52348	25319
674	52405	25232
675	52461	25144
676	52528	25061
677	52579	24971
678	52645	24888
679	52706	24803
680	52788	24727
681	52838	24637
682	52923	24563
683	53020	24494
684	53113	24424
685	53188	24345
686	53243	24257
687	53305	24173
688	53379	24094
689	53461	24018
690	53509	23928
691	53577	23846
692	53634	23759
693	53693	23674
694	53745	23586
695	53819	23507
696	53879	23422
697	53968	23350
698	54043	23272
699	54085	23179
700	54139	23092
701	54199	23007
702	54327	22951
703	54450	22894
704	54555	22828
705	54646	22756
706	54767	22697
707	54881	22634
708	55014	22579
709	55172	22535
710	55306	22480
711	55451	22429
712	55564	22366
713	55693	22308
714	55817	22248
715	55934	22186
716	56030	22115
717	56162	22058
718	56320	22011
719	56448	21952
720	56600	21902
721	56707	21834
722	56769	21749
723	56890	21687
724	57008	21623
725	57133	21562
726	57267	21504
727	57408	21449
728	57486	21370
729	57591	21300
730	57726	21242
731	57817	21168
732	57899	21090
733	58003	21020
734	58148	20965
735	58256	20896
736	58362	20826
737	58478	20760
738	58583	20690
739	58684	20618
740	58794	20550
741	58889	20476
742	59033	20419
743	59233	20381
744	59417	20337
745	59546	20274
746	59666	20208
747	59774	20137
748	59882	20067
749	60035	20011
750	60194	19957
