iter	Logloss
245	0.2271214941
246	0.2269440156
247	0.2267561949
248	0.2265793014
249	0.2264272667
250	0.2262022829
251	0.2260369434
252	0.2254803961
253	0.2246469386
254	0.2243668903
255	0.2241784682
256	0.223985914
257	0.2238408326
258	0.223340824
259	0.2231618854
260	0.2229428158
261	0.2223993695
262	0.2222538684
263	0.2220779256
264	0.2219142064
265	0.2217164538
266	0.2214129647
267	0.2212075368
268	0.2209919548
269	0.2207557573
270	0.2205260476
271	0.2203336985
272	0.2201087616
273	0.2199005491
274	0.2197398019
275	0.2195423815
276	0.2193381236
277	0.2191019898
278	0.2189105013
279	0.2187117772
280	0.2185031157
281	0.2183209541
282	0.218185168
283	0.2179752432
284	0.2178274473
285	0.2176143517
286	0.2173941666
287	0.2171522105
288	0.216965705
289	0.2167874995
290	0.2164442781
291	0.2162340744
292	0.2160385354
293	0.215856453
294	0.2155327417
295	0.2152157344
296	0.2149662231
297	0.2148000386
298	0.2146519755
299	0.2144453113
300	0.2141296954
301	0.2139531451
302	0.2136373028
303	0.2132357696
304	0.2127417013
305	0.2126320707
306	0.2124517478
307	0.2122743223
308	0.2120113348
309	0.2118224092
310	0.211640678
311	0.2114239146
312	0.2112155187
313	0.2109922304
314	0.2108152415
315	0.2105755279
316	0.210388563
317	0.2101789332
318	0.2099457677
319	0.2097750403
320	0.2096534461
321	0.2094461307
322	0.2092763063
323	0.2091427183
324	0.2089687507
325	0.2088066749
326	0.2086686584
327	0.2085027429
328	0.208326914
329	0.2079716657
330	0.2077278141
331	0.2074563271
332	0.2069563504
333	0.2067495786
334	0.2065640662
335	0.2063349719
336	0.206158216
337	0.205590495
338	0.2054166464
339	0.2052110383
340	0.2049967252
341	0.20484277
342	0.2046691997
343	0.2041033034
344	0.203872611
345	0.2037250073
346	0.2035634458
347	0.2033732901
348	0.203142927
349	0.2030155007
350	0.2027918301
351	0.2024933388
352	0.2020058404
353	0.2018503433
354	0.2016120206
355	0.2013743502
356	0.201199284
357	0.2006690079
358	0.2004563081
359	0.2002977619
360	0.2001327459
361	0.1995079387
362	0.1993432406
363	0.199143372
364	0.1989425465
365	0.1986267735
366	0.1984238577
367	0.1982594339
368	0.1979599758
369	0.1973505636
370	0.1972044665
371	0.196985518
372	0.1968177844
373	0.1966569234
374	0.1964942367
375	0.1963390183
376	0.196209969
377	0.1959402295
378	0.1955588046
379	0.1953407361
380	0.1951865465
381	0.1949752614
382	0.1947568327
383	0.1945064773
384	0.1943505966
385	0.1942030111
386	0.1940644585
387	0.1935958728
388	0.1934744673
389	0.1933408646
390	0.1930360771
391	0.1927992719
392	0.1925919379
393	0.1924078097
394	0.1922540634
395	0.192059463
396	0.1918688588
397	0.1916096067
398	0.1914635835
399	0.1912882281
400	0.1911116892
401	0.1908616226
402	0.1907438795
403	0.1903595947
404	0.19023167
405	0.1899443114
406	0.1897977519
407	0.189617156
408	0.1894977903
409	0.1893599221
410	0.1891766713
411	0.1889566071
412	0.1888789683
413	0.1887531064
414	0.1886387059
415	0.1884674722
416	0.1882536219
417	0.1878124478
418	0.1872563806
419	0.187085335
420	0.1869144965
421	0.1867131464
422	0.1864837901
423	0.1863620202
424	0.1862359004
425	0.1860502236
426	0.1858235779
427	0.1857104704
428	0.1855141504
429	0.1853789508
430	0.1851880715
431	0.1850306802
432	0.1847479776
433	0.1845698476
434	0.1844115956
435	0.184249427
436	0.1837869085
437	0.1836497742
438	0.1835094551
439	0.1833767548
440	0.1832357618
441	0.1830804314
442	0.1829150733
443	0.182798311
444	0.1826803688
445	0.1824753988
446	0.1823238429
447	0.1820900301
448	0.1818810309
449	0.1817152206
450	0.181582554
451	0.1814089837
452	0.1812299954
453	0.1811329641
454	0.1809858813
455	0.1808199159
456	0.1806762862
457	0.1805432295
458	0.1804143226
459	0.1802460942
460	0.1800001778
461	0.1799017084
462	0.1797817159
463	0.179592783
464	0.1795060072
465	0.1794108236
466	0.179241324
467	0.1791046621
468	0.1790094495
469	0.1788004392
470	0.1786204379
471	0.1785010558
472	0.178296672
473	0.1781997126
474	0.1780578144
475	0.1779243885
476	0.1777352595
477	0.1775265318
478	0.1773333135
479	0.1771741805
480	0.176982852
481	0.1768311563
482	0.176649609
483	0.1764666479
484	0.176276132
485	0.1760812948
486	0.1759099451
487	0.1757782096
488	0.1755729834
489	0.1754211272
490	0.1752606844
491	0.1750478764
492	0.1749396161
493	0.1747823996
494	0.1746722192
495	0.1745336398
496	0.1742529524
497	0.1739617259
498	0.1738403753
499	0.1736175521
500	0.1734583688
501	0.1733290223
502	0.1731799077
503	0.173039845
504	0.1729433419
505	0.1725491135
506	0.1724354707
507	0.1722627436
508	0.1720726603
509	0.1719267444
510	0.1718264029
511	0.1717125526
512	0.1715837523
513	0.171471759
514	0.1713735184
515	0.1712564805
516	0.1711189267
517	0.170962769
518	0.1708025731
519	0.1706807382
520	0.1704992355
521	0.1704036985
522	0.1702736159
523	0.16996788
524	0.1697466968
525	0.1696015739
526	0.1694239757
527	0.1693020984
528	0.1691189954
529	0.1689790834
530	0.1688578208
531	0.1686850631
532	0.1685686021
533	0.1684673844
534	0.1682876802
535	0.1681369188
536	0.1679524128
537	0.1677627929
538	0.1676105146
539	0.1674404257
540	0.167298765
541	0.1671636986
542	0.1670399366
543	0.1667663611
544	0.1665961719
545	0.1663731491
546	0.1662289441
547	0.1661108866
548	0.1659690377
549	0.1658350519
550	0.1657579132
551	0.1656653881
552	0.1655517416
553	0.1654197156
554	0.165273481
555	0.1651572708
556	0.1650234042
557	0.1648881496
558	0.1647620801
559	0.1645282677
560	0.1644307407
561	0.1643137544
562	0.1641726011
563	0.1640260222
564	0.163809892
565	0.1636807774
566	0.1635843057
567	0.1633994564
568	0.1632188297
569	0.1630854923
570	0.1629758033
571	0.1628742655
572	0.1626941275
573	0.1625529763
574	0.1624203569
575	0.1623279281
576	0.162153441
577	0.1620371566
578	0.1619401321
579	0.1617716897
580	0.1617010336
581	0.1615494099
582	0.1613833713
583	0.1612736899
584	0.1611850878
585	0.1610798616
586	0.1608806566
587	0.1607368742
588	0.1606588825
589	0.1604750287
590	0.1603394893
591	0.160199464
592	0.1600876905
593	0.159936855
594	0.1598088506
595	0.1596143421
596	0.1594184359
597	0.1592796666
598	0.1591844009
599	0.1591206849
600	0.1589873291
601	0.158875343
602	0.1587760879
603	0.1586445627
604	0.1585545965
605	0.1583873511
606	0.1582336751
607	0.158077442
608	0.1579648264
609	0.1578369394
610	0.1577645088
611	0.1576648724
612	0.157457994
613	0.1573748409
614	0.1572927478
615	0.1571409046
616	0.1570234691
617	0.1569289158
618	0.1567941942
619	0.1566547642
620	0.1565635915
621	0.1564471299
622	0.156339593
623	0.1562070954
624	0.1561112277
625	0.1559984614
626	0.1559251241
627	0.1557829909
628	0.1556830277
629	0.155585811
630	0.1554981686
631	0.1553925611
632	0.1552851462
633	0.1551987552
634	0.1550378589
635	0.1549213789
636	0.1548480438
637	0.1547196214
638	0.1545972503
639	0.1544775906
640	0.1543240948
641	0.1541960729
642	0.1540295607
643	0.1539419438
644	0.153785364
645	0.1536834999
646	0.1535907222
647	0.15348625
648	0.1533400209
649	0.1532167758
650	0.15309012
651	0.1529920279
652	0.1528936488
653	0.1527524057
654	0.1525989364
655	0.1524954304
656	0.1524086515
657	0.1522261168
658	0.1520971175
659	0.1519340556
660	0.1518220701
661	0.1516858293
662	0.1515399937
663	0.151410198
664	0.1513183066
665	0.1512733463
666	0.1511877856
667	0.1511097687
668	0.1510105287
669	0.1509405905
670	0.1507087024
671	0.1506232758
672	0.1505184474
673	0.1504144234
674	0.1502857271
675	0.1501533115
676	0.1500285778
677	0.1499128628
678	0.1497580266
679	0.1496219514
680	0.1495431599
681	0.1494626209
682	0.1493557267
683	0.1492325885
684	0.1491385003
685	0.149037312
686	0.1489351509
687	0.1488353489
688	0.1486883148
689	0.1485929301
690	0.148475974
691	0.1483961575
692	0.1482304066
693	0.1481105935
694	0.1480592399
695	0.1479239807
696	0.1477377416
697	0.1476556828
698	0.1475594785
699	0.1474691405
700	0.1473709848
701	0.1472644479
702	0.1471756227
703	0.1471092003
704	0.1470135857
705	0.1469004023
706	0.1467046199
707	0.1465922366
708	0.1464791999
709	0.1463684901
710	0.1462642651
711	0.1461585992
712	0.146017549
713	0.1458995716
714	0.1458115864
715	0.1457046398
716	0.1456067364
717	0.1455312275
718	0.1453152319
719	0.1452260981
720	0.1450097018
721	0.1448833977
722	0.1447442962
723	0.1445633675
724	0.1444686467
725	0.1442777487
726	0.1441500315
727	0.1440101315
728	0.1439434208
729	0.1438506341
730	0.1437783392
731	0.1436616322
732	0.1435267872
733	0.1433745439
734	0.1432874981
735	0.1432342994
736	0.1431486899
737	0.1430503852
738	0.1429531213
739	0.1428137336
740	0.1426595919
741	0.1425690334
742	0.1420823428
743	0.1420301313
744	0.1419447947
745	0.1418170585
746	0.1416788442
747	0.1416036328
748	0.1415029357
749	0.1413930904
750	0.1412422503
751	0.1410819076
752	0.1409544052
753	0.1408526483
754	0.1407004477
755	0.1405989414
756	0.1405065199
757	0.1404054658
758	0.1402205222
759	0.1401442794
760	0.1400660008
761	0.1399997743
762	0.139877191
763	0.1397806111
764	0.1396725448
765	0.1395521884
766	0.1394941258
767	0.1393186785
768	0.1392057231
769	0.1390990702
770	0.1390445903
771	0.1389892122
772	0.1388310525
773	0.1386997782
774	0.1386416141
775	0.1385347374
776	0.1384599878
777	0.1383670848
778	0.1382912476
779	0.1382208231
780	0.138114725
781	0.1380345626
782	0.137859181
783	0.1374506854
784	0.1373635915
785	0.1372519524
786	0.1371073828
787	0.1370727138
788	0.1370090207
789	0.1368918682
790	0.136776162
791	0.1367393315
792	0.1366485207
793	0.1365354189
794	0.1364262718
795	0.1363333463
796	0.1362097806
797	0.1361105869
798	0.1360045431
799	0.1359132914
800	0.1358532316
801	0.1357145599
802	0.1356039555
803	0.1355463571
804	0.1354570432
805	0.1353442067
806	0.1352367919
807	0.1350810995
808	0.1350283809
809	0.1349013444
810	0.1348096483
811	0.1347256976
812	0.1345988807
813	0.134520228
814	0.1344102805
815	0.1343236109
816	0.1342237647
817	0.1340948017
818	0.1340195663
819	0.1339000682
820	0.1337556588
821	0.1336144025
822	0.1334885679
823	0.1333641959
824	0.1332613001
825	0.1331961074
826	0.1331064909
827	0.1329777653
828	0.1328721543
829	0.1328155977
830	0.1327212374
831	0.1326538244
832	0.1325687947
833	0.1325063153
834	0.1323873405
835	0.1323093027
836	0.1321445804
837	0.132042307
838	0.1319890359
839	0.131851059
840	0.1317715206
841	0.1317113997
842	0.1316430465
843	0.1315647365
844	0.1315175752
845	0.1313892081
846	0.131325013
847	0.1311737969
848	0.1311050597
849	0.1310078004
850	0.1308773148
851	0.1308356154
852	0.1306085671
853	0.1305381766
854	0.1303769748
855	0.1302780617
856	0.1301900365
857	0.1300834682
858	0.1299983612
859	0.129954163
860	0.1298307182
861	0.1297756191
862	0.1296644243
863	0.1295754971
864	0.1294624711
865	0.1293558207
866	0.1292775094
867	0.1291712047
868	0.1291130855
869	0.1290481388
870	0.1289556152
871	0.1288506282
872	0.128781597
873	0.1286438399
874	0.1285258471
875	0.1284548175
876	0.1283013667
877	0.1282065366
878	0.128117522
879	0.1279927843
880	0.1279288763
881	0.127836954
882	0.1276919425
883	0.1276096852
884	0.1275251935
885	0.1274516154
886	0.1273744828
887	0.1272818695
888	0.1271449578
889	0.1270774485
890	0.1269885545
891	0.1269066892
892	0.126586508
893	0.1265139644
894	0.1264082784
895	0.1263049313
896	0.126188879
897	0.1260829479
898	0.1259875606
899	0.1258874858
900	0.1258101551
901	0.1257259227
902	0.125584091
903	0.1254932601
904	0.125395983
905	0.1253302301
906	0.1252669382
907	0.1251794419
908	0.1250944502
909	0.1250077331
910	0.1249028689
911	0.1248278233
912	0.1247366243
913	0.124645964
914	0.1245677971
915	0.1245001171
916	0.1244048575
917	0.124307043
918	0.1242208341
919	0.1241327115
920	0.1239995093
921	0.1239131047
922	0.1238375007
923	0.1237349392
924	0.1236197089
925	0.1235970478
926	0.123520561
927	0.1234502753
928	0.1233899995
929	0.1232838144
930	0.1231629126
931	0.1230599451
932	0.122986842
933	0.1229100272
934	0.1228466551
935	0.1227174205
936	0.1226563784
937	0.1225898558
938	0.1225371524
939	0.1224414773
940	0.1222934649
941	0.1220950749
942	0.1220442799
943	0.1219893336
944	0.1219209036
945	0.1218152887
946	0.1217728347
947	0.1217093643
948	0.1216449375
949	0.121543521
950	0.1214626264
951	0.1214386325
952	0.1213612379
953	0.1212748505
954	0.1211464121
955	0.121037778
956	0.1209891146
957	0.1208943037
958	0.1208097773
959	0.1206937705
960	0.1206196618
961	0.12056855
962	0.1204466383
963	0.120363798
964	0.1203014705
965	0.1201712997
966	0.1200304812
967	0.1200069783
968	0.1199147905
969	0.1198366164
970	0.1197300754
971	0.1196350278
972	0.119561876
973	0.1194379293
974	0.1193526311
975	0.1192997211
976	0.1191865881
977	0.119093234
978	0.1189603071
979	0.1188901652
980	0.1187826783
981	0.1186780943
982	0.1185638905
983	0.1184793705
984	0.118421759
985	0.1183237269
986	0.1182232021
987	0.1181385716
988	0.118052262
989	0.1179471507
990	0.11788747
991	0.1178004751
992	0.1176761212
993	0.1175756685
994	0.117460711
995	0.1173748565
996	0.1172658808
997	0.1171746833
998	0.117072505
999	0.1169932121
